epoch,train_loss,val_dice
85,0.4156838851432278,0.5677948105883682
86,0.4196794412723959,0.5638886709601505
87,0.41169279895416677,0.579954388407955
88,0.4322556628756327,0.5716455097998623
89,0.4166763343223154,0.5729904739584368
90,0.4153391927072447,0.5786431425417674
91,0.41528072912399083,0.5672540023510224
92,0.4050299982502036,0.5760429042925499
93,0.4177615650712627,0.5599944320111956
94,0.4187548519813851,0.5720971560747238
95,0.4126691724339577,0.5703153282700342
96,0.4194635997896325,0.5663523688193262
97,0.40689200448663265,0.5742470006654884
98,0.4044316166067777,0.5761337962092656
99,0.41087324366177597,0.5769676544267999
100,0.40703612443518966,0.57770830173731
101,0.40951933885273867,0.56877496583265
102,0.4149211571641164,0.5758749403598973
103,0.4025686791498367,0.5784194892475518
104,0.39718888638770744,0.5841347457278587
105,0.4060977627969768,0.5838243544191309
106,0.3952218049193082,0.5870152488419788
107,0.4013011561681146,0.5860875043023182
108,0.40409206894979083,0.5858032125765036
109,0.38907788346891536,0.5878711165622068
110,0.3933848897888236,0.5852007114516774
111,0.39698754189765617,0.582279675702756
112,0.3993686723382506,0.5758424300449166
113,0.39654030048683897,0.5706823204360553
114,0.393778434354965,0.5796824013721438
115,0.39677742899280705,0.5799239387179419
116,0.3899253096482525,0.5836589069986966
117,0.4007660101537835,0.5835670633459343
118,0.4011986929259888,0.5873558516384153
119,0.39183242108723887,0.5886056028180106
120,0.39669727830037677,0.589216646282765
121,0.40272128908601523,0.5826713273917811
122,0.3952498142033407,0.5851411806198348
123,0.40518995221347026,0.5855542039107638
124,0.40046493933625416,0.5844059319438322
125,0.40048617655283786,0.5869063499514428
126,0.39542745645732097,0.5886602134154952
127,0.39692273899300456,0.5839716845368137
128,0.3932108687211389,0.5906778550862437
129,0.39066378343595215,0.5868199533133062
130,0.39285519025097154,0.5876659508853914
131,0.39289043292607345,0.5871063680379793
132,0.38586344294352076,0.5897672664906147
133,0.38781023066337794,0.5890868325527318
134,0.4013896057867024,0.5883159648128193
135,0.394043457018186,0.5915160423050009
136,0.38883636463178345,0.5905696736470609
137,0.3963142592613011,0.5920056246862024
138,0.37838258237054906,0.589166802333256
139,0.39454699338298954,0.586504164644365
140,0.3942805683776124,0.5879645625156236
141,0.3970316766876064,0.5863227704471724
142,0.4003795177152712,0.5848875699645422
143,0.38787923161297627,0.5854699644534292
144,0.3866177017558111,0.588334891990184
145,0.39444997580084085,0.5900980702223736
146,0.39485809166137487,0.5906111072266308
147,0.3968899960387243,0.5852483060033625
148,0.3918763374629086,0.5877463707953279
149,0.3826507276868167,0.5890369697601596
150,0.3968082988915378,0.5917602546007115
